sample,ms16.0271,ms17.0264,ms18.0342,ms20.0237,ms21.0220,ms26.0155,ms26.9814,ms27.0259,ms27.0354,ms27.0428,ms28.0075,ms28.0186,ms28.0311,ms29.0153,ms29.0405,ms29.9975,ms30.9950,ms31.0179,ms31.0201,ms31.0327,ms33.0326,ms33.9940,ms34.0374,ms34.9954,ms35.0379,ms36.0204,ms36.0421,ms36.9213,ms38.0194,ms38.0337,ms38.0723,ms39.0229,ms39.0329,ms40.0266,ms41.0383,ms42.0102,ms42.0330,ms42.0418,ms44.0222,ms44.0577,ms45.0321,ms45.9902,ms46.0061,ms46.0369,ms46.9942,ms47.0127,ms47.0379,ms47.0495,ms47.2629,ms48.0025,ms48.0167,ms48.0412,ms48.0529,ms48.9872,ms49.0102,ms49.0251,ms49.9994,ms50.0132,ms51.0059,ms51.0183,ms51.0437,ms51.9400,ms52.0304,ms52.0473,ms53.0020,ms53.0386,ms54.0035,ms54.0438,ms55.0175,ms55.0383,ms55.0540,ms55.3265,ms55.9342,ms56.0245,ms56.0491,ms56.0578,ms56.9967,ms57.0334,ms57.0697,ms57.3000,ms57.9875,ms58.0359,ms58.0418,ms58.0552,ms58.0730,ms59.0478,ms60.0203,ms60.0524,ms60.0700,ms61.0276,ms62.0317,ms63.0271,ms63.0435,ms63.9433,ms63.9937,ms64.0292,ms64.0469,ms65.0223,ms65.0396,ms65.0589,ms66.0310,ms66.0458,ms66.0636,ms67.0536,ms68.0254,ms68.0493,ms69.0329,ms69.0693,ms70.0366,ms70.0730,ms71.0167,ms71.0491,ms71.0822,ms72.0063,ms72.0552,ms72.0835,ms73.0637,ms74.0447,ms74.0681,ms75.0434,ms75.9436,ms76.0473,ms77.0520,ms78.0485,ms78.9665,ms79.0429,ms80.0489,ms81.0345,ms82.0404,ms82.0650,ms83.0485,ms84.0132,ms84.0514,ms84.0812,ms85.0122,ms85.0647,ms86.0067,ms86.0362,ms86.0683,ms86.2159,ms87.0445,ms87.0798,ms87.3878,ms88.0486,ms88.0839,ms89.0595,ms89.0842,ms90.0634,ms90.0613,ms90.0879,ms90.9495,ms91.0219,ms91.0543,ms91.0725,ms92.0261,ms92.0617,ms92.9836,ms93.0387,ms93.0697,ms93.9578,ms93.9918,ms94.0550,ms95.0029,ms95.0594,ms96.0211,ms96.0629,ms96.0825,ms97.0280,ms97.0640,ms98.0324,ms98.0629,ms99.0414,ms99.0804,ms100.0223,ms100.0488,ms100.0820,ms101.0307,ms101.0591,ms101.0852,ms102.0304,ms102.0633,ms102.0950,ms103.0293,ms103.0747,ms104.0386,ms104.0781,ms105.0385,ms105.0698,ms105.0934,ms105.9371,ms106.0427,ms106.0708,ms107.0533,ms107.0854,ms108.0687,ms109.0379,ms109.0743,ms111.0441,ms111.0792,ms112.0478,ms112.0781,ms113.0195,ms113.0595,ms113.0950,ms114.0390,ms114.0642,ms114.0948,ms115.0392,ms115.0755,ms115.1076,ms116.0423,ms116.0789,ms116.1110,ms116.1316,ms117.0534,ms117.0910,ms118.0575,ms118.0951,ms119.0271,ms119.0524,ms119.0878,ms119.9508,ms120.0476,ms120.0811,ms121.0379,ms121.0729,ms121.1050,ms122.0608,ms122.0817,ms122.0945,ms123.0501,ms123.0886,ms123.9455,ms124.0440,ms124.0794,ms124.1092,ms125.0266,ms125.0600,ms125.0963,ms125.9613,ms126.0321,ms126.0607,ms126.0941,ms126.9769,ms127.0383,ms127.0758,ms127.1103,ms128.0303,ms128.0738,ms128.1113,ms128.9831,ms129.0408,ms129.0912,ms129.1263,ms130.0457,ms130.0942,ms130.1300,ms131.0335,ms131.0701,ms131.1065,ms132.0737,ms132.1108,ms133.0345,ms133.0767,ms134.0241,ms134.0613,ms134.0956,ms134.9972,ms135.0440,ms135.0908,ms135.1211,ms136.0438,ms136.0773,ms136.1115,ms137.0184,ms137.0682,ms137.1077,ms137.1348,ms138.0122,ms138.0591,ms138.0933,ms138.1307,ms139.0362,ms139.0759,ms139.1125,ms140.0456,ms140.0765,ms140.1109,ms141.0000,ms141.0529,ms141.0926,ms141.1267,ms141.9861,ms142.0372,ms142.0641,ms142.0909,ms142.1237,ms143.0258,ms143.0697,ms143.1074,ms143.1418,ms144.0302,ms144.0708,ms144.1103,ms144.1456,ms145.0463,ms145.0826,ms145.1234,ms146.0541,ms146.0856,ms146.1265,ms147.0592,ms147.0923,ms148.0264,ms148.0761,ms148.1132,ms149.0123,ms149.0601,ms149.1059,ms150.0628,ms150.0947,ms150.1277,ms151.0288,ms151.0782,ms151.1209,ms152.0231,ms152.0723,ms152.1093,ms153.0039,ms153.0559,ms153.0925,ms153.1281,ms154.0616,ms154.0932,ms154.1284,ms155.0212,ms155.0686,ms155.1091,ms155.1438,ms155.9941,ms156.0525,ms156.0996,ms156.1413,ms156.9740,ms157.0335,ms157.0854,ms157.1240,ms157.1598,ms157.9702,ms158.0299,ms158.0882,ms158.1282,ms158.1599,ms159.0305,ms159.0698,ms159.1062,ms159.1402,ms160.0760,ms160.1398,ms161.0118,ms161.0721,ms161.1132,ms162.0652,ms162.0924,ms162.1310,ms163.0215,ms163.0766,ms163.1203,ms163.1492,ms164.0157,ms164.0742,ms164.1115,ms164.1426,ms165.0362,ms165.0689,ms165.0950,ms165.1342,ms166.0356,ms166.0883,ms166.1272,ms167.0086,ms167.0688,ms167.1115,ms167.1445,ms168.0696,ms168.1095,ms168.1438,ms169.0397,ms169.0864,ms169.1244,ms169.1632,ms170.0389,ms170.0779,ms170.1192,ms170.1588,ms171.0501,ms171.1023,ms171.1404,ms171.1779,ms172.0507,ms172.1038,ms172.1460,ms173.0205,ms173.0808,ms173.1253,ms173.1560,ms174.0574,ms174.0966,ms174.1550,ms175.0259,ms175.0871,ms175.1318,ms175.1477,ms176.0032,ms176.0704,ms176.1046,ms177.0624,ms177.0910,ms177.1372,ms178.0876,ms178.1303,ms178.1530,ms179.0725,ms179.1135,ms179.1515,ms180.0680,ms180.1078,ms180.1452,ms181.0218,ms181.0868,ms181.1300,ms181.1655,ms182.0877,ms182.1262,ms183.0590,ms183.1025,ms183.1640,ms184.0564,ms184.1073,ms184.1613,ms185.0767,ms185.1193,ms185.1586,ms185.1945,ms187.0411,ms187.0969,ms187.1353,ms187.1727,ms188.1093,ms189.0341,ms189.1019,ms189.1521,ms190.0903,ms190.1311,ms191.0667,ms191.1077,ms191.1479,ms192.0637,ms192.1072,ms192.1552,ms193.0513,ms193.0906,ms193.1279,ms193.1643,ms194.0805,ms194.1150,ms194.1572,ms195.0372,ms195.1034,ms195.1609,ms196.0859,ms196.1334,ms197.0802,ms197.1240,ms197.1774,ms199.0954,ms199.1702,ms199.2151,ms201.1097,ms201.1846,ms203.1139,ms203.1759,ms204.1096,ms204.1553,ms205.0949,ms205.1458,ms205.1958,ms206.1171,ms206.1921,ms207.0449,ms207.0932,ms207.1318,ms207.1833,ms209.0159,ms209.0506,ms209.1222,ms209.1660,ms211.0331,ms211.1186,ms211.1960,ms213.1069,ms213.1703,ms213.2233,ms216.1388,ms217.0687,ms217.1334,ms217.1883,ms218.9466,ms219.0496,ms220.0530,ms221.0546,ms221.0956,ms221.1535,ms222.9591,ms223.0656,ms223.9590,ms224.0664,ms224.9381,ms225.0465,ms225.9355,ms226.0465,ms226.9247,ms227.0331,ms227.0935,ms227.1834,ms227.2354,ms228.0308,ms228.1013,ms229.0116,ms229.1338,ms229.2181,ms235.2072,ms239.0945,ms239.2424,ms254.9895,ms255.2469,ms256.9885,ms257.2514,ms267.0186,ms267.0928,ms268.9931,ms269.9932,ms270.9916,ms280.9150,ms281.0641,ms281.9206,ms282.0636,ms282.1534,ms282.8866,ms283.0373,ms283.8877,ms284.0375,ms284.8807,ms285.0309,ms286.0311,ms287.0209,ms296.9224,ms297.0843,ms297.9222,ms298.0852,ms298.9019,ms299.0652,ms299.9010,ms300.0652
P_BRA_1_1,5.0479,18.0108,413.2414,96.4312,258.6832,1.5113,0.2535,2.8238,0.3838,0.1909,0.4153,0.5039,3.1997,85.3492,25.7658,379.5687,1.8126,181.8625,12.0633,0.4710,19163.3944,26.0294,238.0100,0.3212,43.9011,0.8903,0.5657,0.4430,1.1151,8.5756,0.0000,564.1244,21.6357,19.5138,1396.4452,14.4842,57.7644,69.0920,185.2234,5.9935,5796.7602,1.7729,0.4546,135.4343,8.7988,65.9749,15.1030,57.6624,0.0000,0.6011,0.9318,0.3152,1.3099,0.3312,12.8076,1.2296,3.3819,0.6090,0.5997,0.7426,253.0199,0.9406,2.8941,3.3188,6.9248,88.1234,0.4294,8.1539,12.0613,0.2104,472.1738,0.0258,3.5001,1.5827,5.6030,26.0916,0.2454,530.7500,219.4165,0.0010,0.4153,24.9390,71.1759,2.4548,10.2499,5265.3417,5.6446,174.6926,3.1443,4183.4150,96.2876,21.9918,15.1233,0.3381,0.2106,0.5207,0.4010,1.4068,2.9085,6.4937,0.5619,0.9552,0.1339,146.6977,12.7049,314.6555,609.2534,1310.9243,31.7547,75.3957,2.7191,339.2759,19.0459,0.7354,32.6961,1.8377,3225.9504,6.3523,142.8852,1950.1765,0.7010,66.4952,13.6282,1.5722,22.0177,244.7673,5780.0897,3178.2811,247.7580,923.0727,2647.2528,3.4218,178.4429,9.2751,93.8280,573.2199,27.9528,2.2731,33.3990,0.0243,1013.9896,1730.3480,0.3041,46.7927,97.6085,428.6540,13.6705,13.3685,6.7334,0.7710,0.8191,5.7678,7.7818,1.5565,0.2539,2.6479,0.2952,5.9156,44.2770,0.2555,2.1873,219.8095,69.9354,4737.7507,26.1815,147.9068,100.5154,942.6738,668.4150,77.2553,134.7347,287.3445,105.6440,75.8100,17.8309,9.2233,11.7581,2945.6682,131.2861,3.8205,161.9113,9.3202,10.6727,241.8622,0.8366,14.0382,10.5260,15.1900,0.7814,0.4834,0.9081,4.5786,46.4824,49.1907,151.9876,2.3587,3257.7532,860.8717,234.3932,61.8035,80.5330,8.1996,243.2064,41.7650,25.9151,15.0596,9.5180,6.6155,397.7623,20.3728,3.4266,27.4400,1.6777,0.1959,298.8856,41.3623,19.7435,2.7250,1.3362,8.8070,1.7462,0.2479,2.9908,8.4506,0.4533,25.1605,2.4665,8.3741,17.2186,4.4193,5.7575,392.7801,0.4348,1.4626,37.6904,37.2927,1.8901,78.3402,52.8975,0.2331,1.5447,12.1206,22.9660,0.1715,28.4726,66.2123,7.7610,3.1402,16.4949,5.9932,0.1103,12.7025,71.8316,4.4068,1.6714,6.2790,0.5404,1.0792,38.0048,3.9987,3.3216,0.3110,0.4991,4.3799,0.1023,1.7464,1.8329,0.1508,3.6115,16.6736,2.4550,0.7802,8.5546,3.1872,0.0000,26.9326,26.0401,14.6051,0.0080,5.1848,10.8785,7.5843,1.6620,18.2578,12.5316,1.5750,3.5311,4.8297,0.0000,40.1074,11.0628,1.5165,0.0272,1.4842,3.1591,3.9189,2.6720,0.6876,6.3713,7.6515,0.6953,0.1208,0.8998,0.8701,0.0906,0.8202,4.5675,1.1498,0.3972,0.5385,0.1787,1.9624,3.0642,0.1492,7.1271,1.4868,0.3052,4.0960,7.6341,0.9739,2.2620,1.0305,0.4920,10.8528,5.6625,0.1326,4.2118,2.4516,0.0165,6.8760,6.3056,6.1615,1.0015,1.3250,1.4351,0.0979,4.5329,1.7304,0.4856,0.0069,0.9457,0.8765,0.6444,0.0093,1.0417,3.1392,1.7088,0.2132,0.0133,0.4085,0.4417,0.2349,0.0510,0.2113,0.7099,1.0808,1.0887,2.4874,0.2115,0.0734,1.8979,0.6496,0.3209,1.0926,0.1530,0.0879,1.7113,1.9456,0.2647,0.0304,0.7591,0.4162,0.4436,0.1471,0.4363,2.0199,1.3190,0.0907,1.4804,0.6905,0.0615,2.3435,1.1397,0.1606,0.4621,0.3219,0.1206,0.4396,1.3355,0.4142,0.0819,0.0877,0.2794,0.2348,0.0841,0.4843,1.0608,0.5621,0.0745,0.0721,0.1612,0.0683,0.1257,0.3674,0.3420,0.3938,0.1248,0.1870,0.0545,0.0388,1.3132,0.1449,0.0757,0.0296,0.6646,0.7797,0.2749,0.3274,1.0401,0.2426,0.0667,0.1926,0.5056,0.3198,0.2529,0.4209,0.2095,0.1434,0.0491,0.8717,0.1813,0.0578,0.1804,0.1431,0.1141,0.5726,0.1128,0.0375,0.1243,0.0240,0.1603,0.1860,0.0795,0.0422,0.0325,0.1304,0.1140,0.0849,0.1231,0.0763,1.2201,0.0991,0.3123,0.1817,0.1064,0.2530,0.2942,0.0299,0.1193,0.0680,0.0601,0.1432,0.1234,0.0984,0.1152,0.0330,0.0412,0.0550,0.2735,0.0775,0.0441,0.0727,0.0976,0.1083,0.0426,0.0969,0.1195,0.0450,0.0907,0.2059,0.4022,0.0657,0.1215,0.0795,0.1013,0.0905,0.0742,0.0555,0.0377,0.1051,0.0538,0.0761,0.0445,0.0129,0.0942,0.1176,0.0236,0.0460,0.1091,0.0654,0.0397,0.0676,0.0620,0.0390,0.0407,0.0983,0.0290,0.0061,0.8367,0.1476,0.0612,0.1128,0.1060,0.0250,1.3460,0.0000,0.2918,0.0000,1.0482,0.0044,0.2347,0.0000,0.2301,0.0368,0.0463,0.0476,0.0501,0.0266,0.0791,0.0309,0.0576,0.1186,0.0411,0.0532,0.0580,0.0498,0.0019,0.0434,0.0934,0.0204,0.1530,0.0598,0.0686,0.0029,0.9726,0.0157,0.2813,0.0705,0.0047,0.9679,0.0041,0.2567,0.0061,0.2408,0.0638,0.0231,0.0007,1.7908,0.0014,0.5071,0.0182,2.0438,0.0094,0.5401
P_BRA_1_2,2.9399,17.4536,367.9685,95.7299,258.6832,0.9231,0.2588,1.8725,0.2745,0.0999,0.4086,0.3122,2.2147,85.8380,19.4881,351.8705,1.5044,84.3211,28.1281,0.4753,11608.2235,27.0429,141.2051,0.2480,25.1845,0.9554,0.3265,0.4378,0.5425,8.2931,0.0000,284.4192,23.3110,10.7345,713.3693,12.3125,36.9048,40.1257,145.5520,3.8065,3104.5646,1.4482,0.3487,74.5889,6.2852,91.2546,8.8322,32.9395,0.0000,0.3985,1.2409,0.2074,0.7924,0.3148,6.4322,0.7701,3.2524,0.4167,0.3727,0.5121,154.0515,0.8599,2.2816,2.2001,4.0025,63.6440,0.2952,5.3135,9.2994,4.2039,235.7236,0.0110,3.6461,1.1466,4.3083,12.4629,0.2135,453.6072,136.9036,0.0313,0.2414,21.6879,31.3251,1.2390,6.4203,2545.5054,5.5986,86.0873,1.8403,4396.9432,100.0189,18.3795,11.3925,0.1816,0.1415,0.4203,0.3388,1.8344,1.7133,2.4291,0.3967,0.6091,0.1185,86.6896,4.7097,244.4956,399.3010,605.7926,22.2359,35.5481,2.4434,243.7321,13.8464,0.5078,20.6237,1.1574,1250.0695,6.4613,57.0874,1449.9013,0.2327,49.5822,9.1745,0.8982,12.0002,181.5763,3736.5529,2689.2848,172.7849,527.6154,1053.9894,1.9509,76.8470,5.6557,47.1422,374.4884,17.2383,1.6759,21.5146,0.0151,604.1245,768.0751,0.1676,28.2912,44.5002,303.9543,9.6230,9.2253,5.0136,0.4487,0.8308,3.1536,7.4760,0.6918,0.1398,1.8231,0.2325,6.2115,28.2985,0.1795,1.3044,162.0558,48.5224,3486.2788,20.9459,141.4670,96.7379,786.0780,407.5592,65.6668,85.3722,237.6179,75.0201,55.2549,13.6772,7.4694,8.8646,1971.0102,88.5072,3.3102,108.6310,6.2060,9.0630,196.4720,0.7837,11.2441,7.5491,12.0455,0.4240,0.4138,0.6879,4.1170,37.8404,57.3411,120.6031,5.5968,2536.2230,726.1420,173.4048,52.0250,60.7691,6.2855,200.1373,32.4025,20.1943,12.1175,7.3418,6.2523,302.2409,14.4265,2.6008,18.6405,1.4446,0.1099,247.8640,27.9977,15.6638,1.8546,1.0299,7.3203,1.0563,0.1715,2.7679,3.3671,0.5425,19.5074,1.8608,6.7349,13.4983,2.4494,5.5273,300.4673,0.4943,1.3052,30.9612,29.3848,1.7904,65.4585,42.2911,0.2445,1.4413,10.4654,17.6855,0.1450,27.8555,55.1650,6.5377,2.7477,13.5337,4.5108,0.1063,11.3755,57.8015,3.6436,1.3816,4.9300,0.3867,0.9268,30.5200,3.1545,2.4855,0.2145,0.5573,2.5995,0.1065,1.8600,0.8225,0.0231,2.9624,10.8541,2.1573,0.7747,7.2382,2.1050,0.0000,23.6082,21.8613,11.8478,0.0000,4.4675,9.8144,6.2529,1.7281,15.7999,10.1269,1.3891,3.0897,3.7653,0.0160,35.9284,9.3636,1.1239,0.0394,1.3771,2.9714,3.1239,2.2981,0.7322,4.7822,6.0058,0.6655,0.1702,0.7438,0.7110,0.0828,0.8542,3.5428,0.5998,0.3733,0.3900,0.0899,1.7857,1.6726,0.0719,6.4268,0.6395,0.2723,3.7885,4.4065,0.9294,1.5737,0.4970,0.5073,9.1918,4.6673,0.1726,3.9893,1.8954,0.0300,6.3102,5.4279,5.0622,0.9376,1.1641,1.0331,0.0854,4.1625,1.2813,0.3500,0.0295,0.7233,0.6844,0.5650,0.0147,0.9007,2.5191,1.3500,0.1819,0.0108,0.4312,0.3406,0.1750,0.0346,0.1383,0.7186,0.7091,0.8479,1.6958,0.1660,0.0946,1.6831,0.3504,0.3854,0.6031,0.0372,0.0843,1.4789,0.8031,0.1850,0.0040,0.6515,0.2885,0.1474,0.1132,0.4790,1.5115,0.8410,0.0869,1.1382,0.3959,0.0265,2.3179,0.9300,0.1070,0.4332,0.2540,0.0970,0.5381,1.0889,0.2543,0.0727,0.0971,0.1655,0.1932,0.1152,0.4542,0.6900,0.4259,0.0450,0.0808,0.1169,0.0771,0.0667,0.3231,0.1932,0.2555,0.0675,0.1098,0.0523,0.0144,1.1407,0.0434,0.0966,0.0190,0.5045,0.5982,0.1874,0.2393,0.4814,0.1919,0.0378,0.0547,0.5405,0.2349,0.1619,0.3887,0.1518,0.1104,0.0357,0.6406,0.1268,0.0454,0.1287,0.1044,0.1083,0.4568,0.0855,0.0545,0.1016,0.0235,0.1600,0.1319,0.0401,0.0390,0.0458,0.0955,0.0860,0.0448,0.0823,0.0533,0.9694,0.0594,0.2457,0.1201,0.1281,0.1358,0.1373,0.0309,0.1003,0.0439,0.0647,0.1225,0.0832,0.0535,0.0885,0.0745,0.0199,0.0609,0.2140,0.0252,0.0360,0.0623,0.0685,0.0748,0.0463,0.1023,0.0760,0.0395,0.0795,0.1210,0.2872,0.0362,0.0802,0.0236,0.0570,0.0595,0.0266,0.0757,0.0149,0.2628,0.0374,0.0518,0.0666,0.0897,0.2178,0.0983,0.0331,0.0587,0.0712,0.0384,0.0480,0.0327,0.0619,0.0393,0.0547,0.0952,0.0253,0.0001,0.7024,0.0881,0.0637,0.0432,0.0746,0.0000,3.4022,0.0039,0.7601,0.0000,3.0968,0.0014,0.5898,0.0067,0.7167,0.0394,0.0449,0.0454,0.1133,0.0510,0.1840,0.0332,0.0701,0.0665,0.0507,0.0423,0.0707,0.0466,0.0298,0.0347,0.1872,0.0268,0.2478,0.0740,0.0831,0.0045,2.0101,0.0041,0.6382,0.1676,0.0226,2.1051,0.0086,0.5445,0.0067,0.5295,0.1086,0.0745,0.0170,3.8785,0.0012,1.0879,0.0222,4.4114,0.0033,1.2143
P_BRA_1_3,4.6702,18.4564,401.3303,97.6522,258.6832,1.3404,0.2340,2.3132,0.3378,0.1292,0.5028,0.4559,2.7433,85.0902,22.7077,374.9478,1.8226,180.4055,2.2370,0.5391,18424.0638,26.8514,229.5353,0.2979,41.4086,0.9190,0.5319,0.4715,1.2245,8.4981,0.0000,487.7870,24.1021,16.5939,1202.5683,12.3741,56.8324,57.1154,163.3355,5.1108,5297.7808,1.7096,0.4343,123.3215,7.8646,64.1366,14.3860,54.3563,0.0171,0.5921,1.0423,0.2470,1.5352,0.3786,11.7734,1.1429,3.2829,0.5856,0.5671,0.5392,245.5547,0.8965,2.4190,3.4105,5.5976,74.4983,0.3402,6.9804,10.7087,0.9373,400.4690,0.0589,3.6940,1.3680,5.7624,20.5529,0.2440,465.0293,191.6185,0.0466,0.3395,25.8632,58.7251,2.6420,8.7187,4498.6839,5.0348,148.9671,3.0489,3758.1916,86.9675,19.0006,13.7624,0.3121,0.1303,0.6204,0.3178,1.2669,2.3646,5.7568,0.3787,0.8533,0.1316,127.2387,9.8579,280.8247,491.9537,1129.9171,26.7848,65.4716,2.4728,296.9719,17.7448,0.5767,28.5050,1.6507,2620.5350,5.6104,116.7813,1663.3269,0.6183,56.5254,11.5036,1.1800,19.4740,217.0002,4675.1693,2626.3095,201.4581,826.5745,2149.2774,3.2382,149.2649,8.1767,84.3556,509.8940,24.1983,2.3070,29.8329,0.0000,848.9756,1502.5767,0.2536,38.3996,84.6598,372.3771,12.7943,12.2532,4.6478,0.6184,0.8698,4.9732,8.4145,1.1942,0.2417,2.3665,0.2888,5.4835,39.6431,0.3387,2.9513,109.3274,62.2423,4033.8097,22.6329,172.0787,119.5028,836.2424,586.2077,66.6353,117.1824,251.5402,94.1395,64.8435,14.9039,8.3975,4.1205,2649.3248,132.5733,3.0909,147.0122,8.2239,8.8974,203.8914,0.7566,11.9056,8.8320,14.0750,0.6314,0.4333,0.7081,5.0252,37.4641,70.0022,121.7723,5.7102,2608.3693,714.4302,200.4914,50.8748,67.4724,7.0502,203.7351,37.1380,21.3892,12.4233,8.4385,6.0971,342.5578,17.7522,2.7039,23.6729,1.5151,0.2318,242.3591,36.6426,16.3052,2.3321,1.1899,7.5419,1.2516,0.2191,2.5218,6.0650,0.5454,20.6649,1.8871,7.2660,11.4488,5.3278,5.7491,304.7610,0.4055,1.3986,31.3546,29.9083,1.3268,63.9233,45.3392,0.2564,1.2014,10.1649,18.5560,0.1692,25.8695,60.6286,6.9565,3.0020,14.2816,5.0550,0.0485,11.4662,60.4732,3.6976,1.4093,5.4551,0.3899,0.9256,29.7096,3.6972,2.5264,0.2696,0.4538,3.7488,0.0804,1.7303,1.2993,0.1277,3.2153,14.8622,1.7301,0.8006,7.5763,2.7726,0.0000,27.9821,26.4600,11.1731,0.0246,5.0911,10.3949,6.2589,1.7434,17.3302,10.8999,1.3617,3.3872,3.8672,0.1228,34.2587,10.7053,1.3035,0.0000,1.7453,2.9545,3.1208,2.2310,0.7585,5.4000,6.6853,0.6327,0.1634,0.8850,0.6794,0.0600,0.7839,4.0389,1.0467,0.4447,0.3906,0.1219,2.3865,2.4829,0.1206,6.3704,1.0589,0.3161,3.9944,6.1535,1.0708,1.9412,0.8688,0.5080,10.5631,5.9242,0.0961,3.9010,2.4222,0.0096,7.8876,6.5081,3.9603,1.1300,1.3324,1.1055,0.0608,4.6275,1.5400,0.3972,0.0006,1.0262,0.6628,0.4862,0.0338,1.2570,3.0974,1.4701,0.2125,0.0184,0.4593,0.4234,0.1604,0.0646,0.2539,0.8214,0.9024,1.2104,1.7875,0.2155,0.0367,1.6146,0.6164,0.3094,0.9390,0.0871,0.0652,1.6583,1.4576,0.2643,0.0360,0.8321,0.4335,0.3328,0.0770,0.5760,1.9410,1.2124,0.0811,1.4273,0.5442,0.0338,2.7522,1.3530,0.2525,0.4463,0.3619,0.1105,0.3907,1.2979,0.3602,0.0732,0.1525,0.2874,0.2052,0.0251,0.5142,0.9051,0.4143,0.0614,0.0639,0.1978,0.0420,0.1014,0.3596,0.2654,0.4136,0.1040,0.1030,0.0869,0.0424,0.9273,0.1167,0.0907,0.0239,0.6945,0.5670,0.3277,0.2696,0.7592,0.2418,0.0707,0.1231,0.5317,0.2996,0.2800,0.3830,0.2175,0.1484,0.0355,0.9081,0.1699,0.0556,0.1515,0.1497,0.1371,0.4638,0.1208,0.0536,0.1199,0.0270,0.1585,0.1751,0.0619,0.0477,0.0255,0.1575,0.0789,0.0566,0.1045,0.0442,1.0229,0.0797,0.3619,0.1649,0.1100,0.1696,0.4186,0.0614,0.1084,0.0922,0.0563,0.1227,0.0909,0.0739,0.0826,0.0706,0.0462,0.0371,0.2722,0.0600,0.0263,0.0855,0.0730,0.0903,0.0617,0.0995,0.1534,0.0451,0.0904,0.1358,0.3208,0.0390,0.0879,0.0641,0.0840,0.0740,0.0561,0.0533,0.0420,0.1387,0.0404,0.0926,0.0598,0.0316,0.1709,0.0895,0.0369,0.0410,0.0742,0.0564,0.0306,0.0749,0.0603,0.0357,0.0465,0.0688,0.0243,0.0074,0.7527,0.0988,0.0582,0.0988,0.1107,0.0059,2.2308,0.0000,0.4836,0.0088,1.9571,0.0022,0.4192,0.0046,0.4561,0.0449,0.0317,0.0615,0.0824,0.0389,0.1269,0.0456,0.0468,0.1277,0.0454,0.0584,0.1434,0.0599,0.0549,0.0546,0.1253,0.0435,0.3116,0.0816,0.1454,0.0152,1.7323,0.0140,0.5079,0.1410,0.0093,1.8170,0.0000,0.5338,0.0081,0.4261,0.1110,0.0623,0.0000,3.3697,0.0114,0.9506,0.0204,3.7825,0.0032,1.0769
